country,city,latitude,longitude,temp,temp_min,temp_max,pressure,humidity,sea_level,ground_level,wind_speed,wind_degree,sunrise,sunset,rain_1h,rain_3h,timezone,cloud,description,region,population
NG,Ifon,6.79,5.66,305.67,305.67,305.67,1010,56,1010,1002,1.85,241,1708494780,1708537766,,,3600,72,broken clouds,Ondo,9539
NG,Ifon,6.82,5.65,305.4,305.4,305.4,1010,56,1010,998,1.89,239,1708494784,1708537767,,,3600,69,broken clouds,Ondo,9978
NG,Siluko,5.96,4.92,303.83,303.83,303.83,1010,67,1010,1009,2.62,221,1708494920,1708537982,,,3600,72,broken clouds,Ondo,11464
NG,Alodifi,7.23,5.32,304,304,304,1010,57,1010,973,1.97,221,1708494882,1708537828,,,3600,66,broken clouds,Ondo,16625
NG,Agbabu,6.72,4.65,305.56,305.56,305.56,1010,56,1010,998,1.42,231,1708495020,1708538012,,,3600,62,broken clouds,Ondo,13654
NG,Omuo-Ekiti,7.73,5.73,302.48,302.48,302.48,1011,57,1011,951,2.51,234,1708494807,1708537706,,,3600,67,broken clouds,Ondo,15481
NG,Omuo-Ekiti,7.77,5.75,302.61,302.61,302.61,1011,56,1011,951,2.43,237,1708494804,1708537700,,,3600,65,broken clouds,Ondo,10686
NG,Ondo,7.09,4.84,304.29,304.29,304.29,1010,58,1010,981,1.67,223,1708494991,1708537949,,,3600,58,broken clouds,Ondo,261650
NG,Alodifi,7.21,5.43,303.97,303.97,303.97,1010,57,1010,976,2.13,220,1708494855,1708537802,,,3600,61,broken clouds,Ondo,8223
NG,Ore,6.74,5.08,305.76,305.76,305.76,1010,56,1010,1003,1.56,231,1708494917,1708537908,,,3600,47,scattered clouds,Ondo,10744
NG,Alodifi,7.14,5.33,303.98,303.98,303.98,1010,57,1010,974,1.93,222,1708494876,1708537829,,,3600,61,broken clouds,Ondo,12760
NG,Agbabu,6.72,4.45,305.91,305.91,305.91,1010,56,1010,1004,1.42,231,1708495068,1708538060,,,3600,56,broken clouds,Ondo,13188
NG,Idanre,7.06,5.03,304.67,304.67,304.67,1010,57,1010,986,1.71,226,1708494944,1708537905,,,3600,49,scattered clouds,Ondo,7473
NG,Siluko,6.71,5.1,305.97,305.97,305.97,1010,56,1010,1006,1.56,232,1708494911,1708537904,,,3600,50,scattered clouds,Ondo,11597
NG,Ijebu-Ife,6.73,4.42,305.99,305.99,305.99,1010,55,1010,1004,1.39,230,1708495075,1708538067,,,3600,53,broken clouds,Ondo,11314
NG,Idanre,7.02,5.18,304.5,304.5,304.5,1010,57,1010,984,1.75,224,1708494906,1708537871,,,3600,56,broken clouds,Ondo,7152
NG,Omuo-Ekiti,7.67,5.76,302.84,302.84,302.84,1010,57,1010,957,2.62,232,1708494797,1708537702,,,3600,67,broken clouds,Ondo,27029
NG,Omuo-Ekiti,7.67,5.76,302.84,302.84,302.84,1010,57,1010,957,2.62,232,1708494797,1708537702,,,3600,67,broken clouds,Ondo,27029
NG,Idanre,7.03,5.17,304.51,304.51,304.51,1010,57,1010,984,1.75,224,1708494909,1708537873,,,3600,56,broken clouds,Ondo,7152
NG,Idanre,7.08,5.18,304.33,304.33,304.33,1010,57,1010,980,1.78,224,1708494909,1708537868,,,3600,58,broken clouds,Ondo,7273
NG,Idanre,7.09,5.15,303.98,303.98,303.98,1010,57,1010,974,1.78,224,1708494917,1708537875,,,3600,56,broken clouds,Ondo,7152
NG,Agbabu,6.29,4.81,305.58,305.58,305.58,1010,58,1010,1009,1.93,228,1708494961,1708537993,,,3600,63,broken clouds,Ondo,22201
NG,Agbabu,6.04,4.91,304.31,304.31,304.31,1010,64,1010,1009,2.48,222,1708494926,1708537981,,,3600,69,broken clouds,Ondo,21897
NG,Agbabu,6.06,4.91,304.45,304.45,304.45,1010,64,1010,1009,2.42,222,1708494927,1708537980,,,3600,69,broken clouds,Ondo,22201
NG,Omuo-Ekiti,7.66,5.89,303.44,303.44,303.44,1010,56,1010,966,2.66,231,1708494765,1708537671,,,3600,84,broken clouds,Ondo,26923
NG,Omuo-Ekiti,7.64,5.89,303.66,303.66,303.66,1010,56,1010,969,2.7,231,1708494764,1708537672,,,3600,84,broken clouds,Ondo,26165
NG,Ore,6.75,4.88,305.66,305.66,305.66,1010,56,1010,1001,1.48,230,1708494966,1708537955,,,3600,52,broken clouds,Ondo,13261
NG,Ore,6.72,4.88,305.77,305.77,305.77,1010,56,1010,1002,1.47,230,1708494964,1708537957,,,3600,52,broken clouds,Ondo,13261
NG,Agbabu,6.4,4.69,305.41,305.41,305.41,1010,60,1010,1009,1.74,231,1708494995,1708538017,,,3600,55,broken clouds,Ondo,19402
NG,Agbabu,6.62,4.45,305.53,305.53,305.53,1010,57,1010,1004,1.61,230,1708495063,1708538064,,,3600,62,broken clouds,Ondo,13009
NG,Agbabu,6.4,4.89,305.81,305.81,305.81,1010,57,1010,1006,1.61,233,1708494947,1708537969,,,3600,59,broken clouds,Ondo,20657
NG,Alodifi,7.13,5.26,304.3,304.3,304.3,1010,57,1010,979,1.83,222,1708494892,1708537847,,,3600,64,broken clouds,Ondo,11629
NG,Alodifi,7.25,5.36,303.9,303.9,303.9,1010,57,1010,972,2.05,220,1708494874,1708537817,,,3600,66,broken clouds,Ondo,12287
NG,Agbabu,6.64,4.45,305.49,305.49,305.49,1010,57,1010,1002,1.57,230,1708495064,1708538064,,,3600,60,broken clouds,Ondo,13261
NG,Agbabu,6.36,4.58,304.15,304.15,304.15,1010,66,1010,1008,1.97,231,1708495020,1708538045,,,3600,63,broken clouds,Ondo,17321
NG,Ore,6.9,4.9,304.89,304.89,304.89,1010,57,1010,990,1.58,226,1708494968,1708537944,,,3600,53,broken clouds,Ondo,12142
NG,Agbabu,6.42,4.56,304.82,304.82,304.82,1010,62,1010,1009,1.86,230,1708495027,1708538047,,,3600,63,broken clouds,Ondo,19471
NG,Agbabu,6.41,4.55,304.65,304.65,304.65,1010,64,1010,1009,1.9,231,1708495029,1708538050,,,3600,64,broken clouds,Ondo,17729
NG,Agbabu,6.07,4.81,303.56,303.56,303.56,1010,69,1010,1010,2.41,224,1708494951,1708538003,,,3600,62,broken clouds,Ondo,11813
NG,Agbabu,6.24,4.64,303.67,303.67,303.67,1010,69,1010,1010,2.2,230,1708495000,1708538036,,,3600,64,broken clouds,Ondo,17104
NG,Agbabu,6.23,4.65,303.73,303.73,303.73,1010,68,1010,1009,2.2,230,1708494997,1708538034,,,3600,64,broken clouds,Ondo,14193
NG,Owo,7.14,5.48,304.04,304.04,304.04,1010,57,1010,978,2.14,222,1708494840,1708537793,,,3600,55,broken clouds,Ondo,6010
NG,Agbabu,6.49,4.64,305.72,305.72,305.72,1010,57,1010,1006,1.56,232,1708495011,1708538025,,,3600,55,broken clouds,Ondo,17498
NG,Siluko,6.58,5.17,306.22,306.22,306.22,1010,56,1010,1009,1.52,237,1708494888,1708537893,,,3600,57,broken clouds,Ondo,6796
NG,Owo,7.23,5.49,303.89,303.89,303.89,1010,58,1010,976,2.25,219,1708494841,1708537787,,,3600,61,broken clouds,Ondo,4208
NG,Emure-Ekiti,7.31,5.44,303.79,303.79,303.79,1010,57,1010,972,2.19,222,1708494857,1708537795,,,3600,68,broken clouds,Ondo,9194
NG,Emure-Ekiti,7.29,5.45,303.73,303.73,303.73,1010,57,1010,972,2.21,221,1708494854,1708537794,,,3600,66,broken clouds,Ondo,7105
NG,Ore,6.75,4.94,305.62,305.62,305.62,1010,56,1010,1000,1.5,230,1708494951,1708537941,,,3600,46,scattered clouds,Ondo,13261
NG,Ore,6.68,5.03,305.7,305.7,305.7,1010,56,1010,1001,1.53,232,1708494927,1708537923,,,3600,47,scattered clouds,Ondo,16411
NG,Siluko,6.71,5.13,306.03,306.03,306.03,1010,56,1010,1007,1.57,232,1708494904,1708537897,,,3600,51,broken clouds,Ondo,9358
NG,Ifon,6.94,5.62,304.81,304.81,304.81,1010,57,1010,991,2.07,231,1708494797,1708537769,,,3600,61,broken clouds,Ondo,9235
NG,Owo,7.17,5.48,304.06,304.06,304.06,1010,57,1010,978,2.17,221,1708494841,1708537792,,,3600,57,broken clouds,Ondo,4442
NG,Ilare,7.4,5.01,303.9,303.9,303.9,1010,58,1010,975,1.84,229,1708494964,1708537894,,,3600,51,broken clouds,Ondo,39090
NG,Ondo State,7.19,5.02,304.47,304.47,304.47,1010,57,1010,982,1.83,226,1708494952,1708537902,,,3600,46,scattered clouds,Ondo,13041
NG,Idanre,7.01,5.02,304.8,304.8,304.8,1010,57,1010,989,1.67,226,1708494944,1708537910,,,3600,49,scattered clouds,Ondo,7489
NG,Ondo State,7.19,5.02,304.47,304.47,304.47,1010,57,1010,982,1.83,226,1708494952,1708537902,,,3600,46,scattered clouds,Ondo,13041
NG,Owo,7.2,5.59,303.74,303.74,303.74,1010,58,1010,975,2.43,222,1708494816,1708537764,,,3600,63,broken clouds,Ondo,163709
NG,Owo,7.26,5.62,303.9,303.9,303.9,1010,58,1010,979,2.58,221,1708494812,1708537754,,,3600,67,broken clouds,Ondo,68682
NG,Siluko,6.72,5.13,305.92,305.92,305.92,1010,56,1010,1006,1.57,232,1708494904,1708537897,,,3600,51,broken clouds,Ondo,8599
NG,Alodifi,7.18,5.26,304.07,304.07,304.07,1010,57,1010,974,1.85,222,1708494894,1708537844,,,3600,66,broken clouds,Ondo,25305
NG,Idanre,7,5.13,304.26,304.26,304.26,1010,57,1010,980,1.72,225,1708494917,1708537884,,,3600,54,broken clouds,Ondo,7152
NG,Ifon,6.94,5.62,304.81,304.81,304.81,1010,57,1010,991,2.07,231,1708494797,1708537769,,,3600,61,broken clouds,Ondo,9235
NG,Alodifi,7.18,5.37,303.93,303.93,303.93,1010,57,1010,974,2.02,221,1708494868,1708537818,,,3600,62,broken clouds,Ondo,13000
NG,Ondo,6.99,4.93,304.55,304.55,304.55,1010,57,1010,985,1.64,225,1708494965,1708537932,,,3600,53,broken clouds,Ondo,8046
NG,Ondo,6.99,4.92,304.58,304.58,304.58,1010,57,1010,985,1.64,225,1708494967,1708537935,,,3600,54,broken clouds,Ondo,8046
NG,Idanre,7.08,5.03,304.61,304.61,304.61,1010,57,1010,985,1.73,226,1708494945,1708537904,,,3600,49,scattered clouds,Ondo,7506
NG,Idanre,7.06,5.29,304.44,304.44,304.44,1010,57,1010,983,1.84,223,1708494882,1708537843,,,3600,59,broken clouds,Ondo,7946
NG,Ondo State,7.26,5.02,304.25,304.25,304.25,1010,57,1010,978,1.88,227,1708494956,1708537898,,,3600,46,scattered clouds,Ondo,21872
NG,Emure-Ekiti,7.38,5.48,303.69,303.69,303.69,1010,57,1010,970,2.26,225,1708494851,1708537782,,,3600,72,broken clouds,Ondo,13112
NG,Siluko,6.34,4.97,305.91,305.91,305.91,1010,57,1010,1008,1.63,231,1708494925,1708537952,,,3600,67,broken clouds,Ondo,20963
NG,Omuo-Ekiti,7.67,5.76,302.84,302.84,302.84,1010,57,1010,957,2.62,232,1708494797,1708537702,,,3600,67,broken clouds,Ondo,27029
NG,Agbabu,6.28,4.73,305.15,305.15,305.15,1010,60,1010,1009,2.07,228,1708494980,1708538013,,,3600,61,broken clouds,Ondo,22042
NG,Siluko,6.22,5.02,305.78,305.78,305.78,1010,57,1010,1008,1.77,226,1708494908,1708537946,,,3600,72,broken clouds,Ondo,18330
NG,Agbabu,6.23,4.81,305.21,305.21,305.21,1010,60,1010,1008,2.08,227,1708494959,1708537996,,,3600,65,broken clouds,Ondo,22201
NG,Siluko,6.37,5.03,305.95,305.95,305.95,1010,56,1010,1006,1.58,232,1708494912,1708537937,,,3600,65,broken clouds,Ondo,15297
NG,Agbabu,6.62,4.76,305.93,305.93,305.93,1010,56,1010,1005,1.38,233,1708494989,1708537990,,,3600,54,broken clouds,Ondo,15754
NG,Agbabu,6.23,4.81,305.21,305.21,305.21,1010,60,1010,1008,2.08,227,1708494959,1708537996,,,3600,65,broken clouds,Ondo,22201
NG,Alodifi,7.18,5.43,303.86,303.86,303.86,1010,57,1010,974,2.11,221,1708494853,1708537804,,,3600,59,broken clouds,Ondo,8481
NG,Owo,7.21,5.46,303.84,303.84,303.84,1010,57,1010,974,2.18,220,1708494848,1708537795,,,3600,60,broken clouds,Ondo,5315
NG,Siluko,6.27,5.02,305.9,305.9,305.9,1010,57,1010,1009,1.65,228,1708494910,1708537944,,,3600,70,broken clouds,Ondo,14466
NG,Siluko,6.27,5.02,305.9,305.9,305.9,1010,57,1010,1009,1.65,228,1708494910,1708537944,,,3600,70,broken clouds,Ondo,14466
NG,Owo,7.24,5.48,303.84,303.84,303.84,1010,58,1010,975,2.25,219,1708494844,1708537789,,,3600,62,broken clouds,Ondo,4375
NG,Alodifi,7.24,5.44,303.75,303.75,303.75,1010,57,1010,973,2.18,220,1708494854,1708537798,,,3600,63,broken clouds,Ondo,6080
NG,Agbabu,6.37,4.96,305.89,305.89,305.89,1010,56,1010,1007,1.61,232,1708494929,1708537954,,,3600,64,broken clouds,Ondo,20778
NG,Siluko,6.41,4.98,305.93,305.93,305.93,1010,56,1010,1006,1.56,234,1708494926,1708537947,,,3600,63,broken clouds,Ondo,19568
NG,Siluko,6.41,4.98,305.93,305.93,305.93,1010,56,1010,1006,1.56,234,1708494926,1708537947,,,3600,63,broken clouds,Ondo,19568
NG,Ifon,7.01,5.62,304.63,304.63,304.63,1010,57,1010,990,2.2,228,1708494800,1708537766,,,3600,60,broken clouds,Ondo,7473
NG,Ifon,6.99,5.62,304.73,304.73,304.73,1010,57,1010,991,2.16,229,1708494799,1708537767,,,3600,60,broken clouds,Ondo,8205
NG,Alodifi,7.25,5.3,304.09,304.09,304.09,1010,57,1010,974,1.94,221,1708494888,1708537832,,,3600,68,broken clouds,Ondo,39931
NG,Owo,7.25,5.45,303.73,303.73,303.73,1010,57,1010,973,2.21,219,1708494852,1708537796,,,3600,63,broken clouds,Ondo,5327
NG,Agbabu,6.44,4.89,306.03,306.03,306.03,1010,56,1010,1008,1.54,234,1708494949,1708537967,,,3600,57,broken clouds,Ondo,19203
NG,Owo,7.29,5.64,304.27,304.27,304.27,1010,58,1010,984,2.63,222,1708494808,1708537748,,,3600,68,broken clouds,Ondo,11344
NG,Igarra,7.41,5.92,304.01,304.01,304.01,1010,56,1010,976,3.02,227,1708494746,1708537675,,,3600,88,overcast clouds,Ondo,24394
NG,Igarra,7.41,5.92,304.01,304.01,304.01,1010,56,1010,976,3.02,227,1708494746,1708537675,,,3600,88,overcast clouds,Ondo,24394
NG,Igarra,7.43,5.92,303.81,303.81,303.81,1010,56,1010,972,3.03,227,1708494747,1708537674,,,3600,88,overcast clouds,Ondo,26958
NG,Emure-Ekiti,7.45,5.69,303.72,303.72,303.72,1010,57,1010,973,2.77,226,1708494804,1708537729,,,3600,70,broken clouds,Ondo,45719
NG,Ifon,6.85,5.78,305.5,305.5,305.5,1010,57,1010,1002,2.06,240,1708494754,1708537735,,,3600,80,broken clouds,Ondo,11610
NG,Emure-Ekiti,7.45,5.69,303.72,303.72,303.72,1010,57,1010,973,2.77,226,1708494804,1708537729,,,3600,70,broken clouds,Ondo,45719
NG,Emure-Ekiti,7.45,5.69,303.72,303.72,303.72,1010,57,1010,973,2.77,226,1708494804,1708537729,,,3600,70,broken clouds,Ondo,45719
NG,Agbabu,6.3,4.91,305.78,305.78,305.78,1010,57,1010,1009,1.76,229,1708494938,1708537969,,,3600,66,broken clouds,Ondo,22201
NG,Idanre,7.01,5.14,304.44,304.44,304.44,1010,57,1010,983,1.73,225,1708494915,1708537881,,,3600,54,broken clouds,Ondo,7152
NG,Siluko,6.11,5.04,305.52,305.52,305.52,1010,57,1010,1009,2.17,222,1708494898,1708537946,,,3600,75,broken clouds,Ondo,21139
NG,Siluko,5.99,4.98,304.84,304.84,304.84,1010,61,1010,1009,2.64,220,1708494907,1708537966,,,3600,75,broken clouds,Ondo,21561
NG,Owo,7.18,5.49,304.01,304.01,304.01,1010,57,1010,978,2.2,221,1708494839,1708537789,,,3600,57,broken clouds,Ondo,4179
NG,Siluko,6.31,5.02,305.97,305.97,305.97,1010,56,1010,1009,1.62,230,1708494912,1708537942,,,3600,68,broken clouds,Ondo,14903
NG,Agbabu,6.39,4.52,304.15,304.15,304.15,1010,66,1010,1009,1.98,231,1708495036,1708538058,,,3600,66,broken clouds,Ondo,14981
NG,Omuo-Ekiti,7.49,5.82,303.65,303.65,303.65,1010,57,1010,971,2.98,226,1708494774,1708537696,,,3600,76,broken clouds,Ondo,71179
NG,Agbabu,6.4,4.82,305.89,305.89,305.89,1010,57,1010,1009,1.63,232,1708494964,1708537986,,,3600,56,broken clouds,Ondo,18742
NG,Agbabu,6.4,4.82,305.89,305.89,305.89,1010,57,1010,1009,1.63,232,1708494964,1708537986,,,3600,56,broken clouds,Ondo,18742
NG,Agbabu,6.4,4.82,305.89,305.89,305.89,1010,57,1010,1009,1.63,232,1708494964,1708537986,,,3600,56,broken clouds,Ondo,18742
NG,Agbabu,6.15,4.79,304.26,304.26,304.26,1010,65,1010,1009,2.27,226,1708494960,1708538004,,,3600,62,broken clouds,Ondo,21577
NG,Ifon,7.03,5.7,304.19,304.19,304.19,1010,58,1010,985,2.35,230,1708494782,1708537746,,,3600,70,broken clouds,Ondo,9983
NG,Agbabu,6.14,4.79,304.16,304.16,304.16,1010,66,1010,1009,2.29,225,1708494959,1708538005,,,3600,62,broken clouds,Ondo,19744
NG,Igarra,7.42,5.85,303.41,303.41,303.41,1010,57,1010,968,2.98,226,1708494764,1708537692,,,3600,80,broken clouds,Ondo,22420
NG,Ondo,6.96,4.8,304.71,304.71,304.71,1010,57,1010,988,1.6,223,1708494995,1708537965,,,3600,61,broken clouds,Ondo,8103
NG,Siluko,6.11,4.97,305.18,305.18,305.18,1010,59,1010,1008,2.22,223,1708494915,1708537963,,,3600,73,broken clouds,Ondo,22201
NG,Siluko,6.08,4.95,304.92,304.92,304.92,1010,61,1010,1009,2.34,222,1708494918,1708537969,,,3600,72,broken clouds,Ondo,22201
NG,Omuo-Ekiti,7.69,5.83,303.28,303.28,303.28,1010,57,1010,964,2.59,233,1708494781,1708537684,,,3600,76,broken clouds,Ondo,28744
NG,Omuo-Ekiti,7.69,5.83,303.28,303.28,303.28,1010,57,1010,964,2.59,233,1708494781,1708537684,,,3600,76,broken clouds,Ondo,28744
NG,Ifon,6.78,5.59,305.82,305.82,305.82,1010,55,1010,1004,1.79,239,1708494797,1708537784,,,3600,63,broken clouds,Ondo,9401
NG,Ifon,6.96,5.63,304.79,304.79,304.79,1010,57,1010,992,2.12,231,1708494795,1708537766,,,3600,62,broken clouds,Ondo,9342
NG,Ifon,6.85,5.6,305.53,305.53,305.53,1010,56,1010,1001,1.9,235,1708494798,1708537778,,,3600,62,broken clouds,Ondo,9161
NG,Igarra,7.33,5.87,303.66,303.66,303.66,1010,57,1010,973,2.97,226,1708494755,1708537691,,,3600,83,broken clouds,Ondo,10019
NG,Agbabu,6.13,4.75,303.76,303.76,303.76,1010,68,1010,1009,2.34,226,1708494969,1708538015,,,3600,59,broken clouds,Ondo,12085
NG,Siluko,6.44,5.08,306.04,306.04,306.04,1010,56,1010,1006,1.54,236,1708494904,1708537922,,,3600,61,broken clouds,Ondo,16070
NG,Agbabu,6.39,4.72,305.55,305.55,305.55,1010,59,1010,1009,1.73,231,1708494988,1708538010,,,3600,54,broken clouds,Ondo,19288
NG,Ifo,6.87,3.13,305.9,305.9,305.9,1009,52,1009,996,1.29,236,1708495391,1708538370,,,3600,35,scattered clouds,Ogun,17399
NG,Owode,6.84,3.41,306.47,306.47,306.47,1010,52,1010,1007,1.25,222,1708495323,1708538304,,,3600,30,scattered clouds,Ogun,12407
NG,Otta,6.69,3.71,306.33,306.33,306.33,1010,54,1010,1006,1.35,206,1708495244,1708538239,,,3600,27,scattered clouds,Ogun,12236
NG,Ketu Adieowe,6.65,3.02,306.04,306.04,306.04,1009,53,1009,1004,1.58,228,1708495407,1708538406,,,3600,31,scattered clouds,Ogun,18027
NG,Abeokuta,7.16,3.35,305.76,305.76,305.76,1010,53,1010,999,1.43,227,1708495352,1708538304,,,3600,45,scattered clouds,Ogun,401720
NG,Sagamu,6.79,3.53,306.25,306.25,306.25,1009,52,1009,999,1.2,214,1708495292,1708538277,,,3600,27,scattered clouds,Ogun,13112
NG,Ifo,6.86,3.22,306.2,306.2,306.2,1009,52,1009,1006,1.32,232,1708495369,1708538349,,,3600,36,scattered clouds,Ogun,48060
NG,Ijebu Ode,6.92,3.82,306.21,306.21,306.21,1010,54,1010,1003,1.16,202,1708495228,1708538202,,,3600,21,few clouds,Ogun,6633
NG,Ijebu-Ife,6.73,4.01,306.55,306.55,306.55,1010,53,1010,1007,1.27,210,1708495174,1708538165,,,3600,17,few clouds,Ogun,11033
NG,Epe,6.49,4.4,304.59,304.59,304.59,1010,63,1010,1008,1.87,230,1708495069,1708538082,,,3600,69,broken clouds,Ogun,11501
NG,Abeokuta,7.16,3.35,305.76,305.76,305.76,1010,53,1010,999,1.43,227,1708495352,1708538304,,,3600,45,scattered clouds,Ogun,401720
NG,Owode,6.98,3.38,306.19,306.19,306.19,1010,53,1010,1004,1.32,226,1708495336,1708538305,,,3600,42,scattered clouds,Ogun,12367
NG,Ketu Adieowe,6.7,3.02,306.46,306.46,306.46,1009,52,1009,1005,1.39,233,1708495410,1708538404,,,3600,29,scattered clouds,Ogun,29462
NG,Ifo,6.81,3.16,306.23,306.23,306.23,1009,52,1009,1003,1.28,235,1708495381,1708538365,,,3600,29,scattered clouds,Ogun,62349
NG,Owode,6.98,3.52,305.86,305.86,305.86,1010,53,1010,996,1.25,221,1708495303,1708538271,,,3600,31,scattered clouds,Ogun,12367
NG,Owode,6.98,3.52,305.86,305.86,305.86,1010,53,1010,996,1.25,221,1708495303,1708538271,,,3600,31,scattered clouds,Ogun,12367
NG,Ikeja,6.69,3.34,305.48,305.48,305.48,1009,56,1009,1003,1.48,218,1708495333,1708538328,,,3600,27,scattered clouds,Ogun,725297
NG,Owode,6.92,3.43,306.07,306.07,306.07,1010,53,1010,1000,1.27,223,1708495321,1708538296,,,3600,35,scattered clouds,Ogun,12367
NG,Owode,6.92,3.43,306.07,306.07,306.07,1010,53,1010,1000,1.27,223,1708495321,1708538296,,,3600,35,scattered clouds,Ogun,12367
NG,Ifo,6.95,3.25,306.11,306.11,306.11,1009,53,1009,1005,1.37,231,1708495366,1708538337,,,3600,50,scattered clouds,Ogun,13107
NG,Ketu Adieowe,6.51,3.1,305.2,305.2,305.2,1009,57,1009,1009,2.16,216,1708495382,1708538394,,,3600,38,scattered clouds,Ogun,283738
NG,Ijebu Ode,6.72,3.87,306.47,306.47,306.47,1010,53,1010,1005,1.24,206,1708495207,1708538199,,,3600,22,few clouds,Ogun,13498
NG,Ijebu-Ife,6.69,3.98,306.17,306.17,306.17,1010,55,1010,1006,1.32,206,1708495179,1708538174,,,3600,21,few clouds,Ogun,8910
NG,Ijebu-Ife,6.82,3.99,305.91,305.91,305.91,1010,54,1010,998,1.24,207,1708495183,1708538166,,,3600,17,few clouds,Ogun,108228
NG,Epe,6.55,4.4,304.88,304.88,304.88,1010,61,1010,1006,1.77,230,1708495072,1708538080,,,3600,65,broken clouds,Ogun,12001
NG,Epe,6.37,4.35,302.82,302.82,302.82,1010,73,1010,1010,1.8,237,1708495076,1708538100,,,3600,64,broken clouds,Ogun,4970
NG,Ijebu-Igbo,6.94,3.92,305.99,305.99,305.99,1010,56,1010,1004,1.22,201,1708495205,1708538177,,,3600,21,few clouds,Ogun,14903
NG,Agbabu,6.45,4.52,305.07,305.07,305.07,1010,61,1010,1009,1.86,230,1708495038,1708538055,,,3600,66,broken clouds,Ogun,15872
NG,Ijebu-Igbo,6.94,3.92,305.99,305.99,305.99,1010,56,1010,1004,1.22,201,1708495205,1708538177,,,3600,21,few clouds,Ogun,14903
NG,Epe,6.55,4.35,304.47,304.47,304.47,1010,63,1010,1006,1.79,230,1708495084,1708538092,,,3600,65,broken clouds,Ogun,11774
NG,Ilaro,6.89,3.1,306.12,306.12,306.12,1009,51,1009,999,1.28,237,1708495399,1708538376,,,3600,35,scattered clouds,Ogun,19729
NG,Ifo,6.76,3.24,305.91,305.91,305.91,1009,53,1009,1002,1.29,232,1708495360,1708538348,,,3600,22,few clouds,Ogun,129627
NG,Ijebu Ode,6.84,3.86,306.38,306.38,306.38,1010,53,1010,1004,1.17,203,1708495215,1708538196,,,3600,21,few clouds,Ogun,89936
NG,Epe,6.55,4.35,304.47,304.47,304.47,1010,63,1010,1006,1.79,230,1708495084,1708538092,,,3600,65,broken clouds,Ogun,11774
NG,Ebute Ikorodu,6.75,3.46,306.46,306.46,306.46,1009,52,1009,1004,1.21,217,1708495306,1708538296,,,3600,26,scattered clouds,Ogun,12901
NG,Ijebu-Igbo,6.96,3.94,305.71,305.71,305.71,1010,56,1010,1002,1.24,200,1708495201,1708538171,,,3600,22,few clouds,Ogun,53699
NG,Agbabu,6.61,4.55,305.77,305.77,305.77,1010,56,1010,1004,1.56,230,1708495039,1708538041,,,3600,62,broken clouds,Ogun,12961
NG,Sagamu,6.8,3.74,306.79,306.79,306.79,1010,52,1010,1006,1.1,201,1708495242,1708538227,,,3600,25,scattered clouds,Ogun,53794
NG,Agbabu,6.53,4.52,305.88,305.88,305.88,1010,56,1010,1008,1.71,229,1708495042,1708538052,,,3600,65,broken clouds,Ogun,11794
NG,Sagamu,6.77,3.54,306.32,306.32,306.32,1009,52,1009,1000,1.19,212,1708495288,1708538276,,,3600,27,scattered clouds,Ogun,13180
NG,Imeko,7.24,3.03,305.54,305.54,305.54,1009,52,1009,998,1.53,233,1708495432,1708538377,,,3600,33,scattered clouds,Ogun,10863
NG,Ketu Adieowe,6.67,3.18,305.68,305.68,305.68,1009,54,1009,1003,1.53,224,1708495370,1708538367,,,3600,28,scattered clouds,Ogun,159470
NG,Ifo,6.92,3.31,306.28,306.28,306.28,1010,53,1010,1007,1.33,228,1708495350,1708538324,,,3600,42,scattered clouds,Ogun,12712
NG,Ifo,6.75,3.14,306.28,306.28,306.28,1009,52,1009,1003,1.25,235,1708495383,1708538373,,,3600,24,few clouds,Ogun,14269
NG,Ifo,6.87,3.34,306.34,306.34,306.34,1010,53,1010,1007,1.29,226,1708495341,1708538319,,,3600,35,scattered clouds,Ogun,12634
NG,Owode,6.96,3.33,306.35,306.35,306.35,1010,53,1010,1008,1.33,228,1708495347,1708538318,,,3600,45,scattered clouds,Ogun,12511
NG,Ketu Adieowe,6.65,3.06,306.04,306.04,306.04,1009,53,1009,1006,1.59,227,1708495398,1708538397,,,3600,31,scattered clouds,Ogun,13167
NG,Ketu Adieowe,6.71,3.06,306.21,306.21,306.21,1009,52,1009,1002,1.36,233,1708495401,1708538394,,,3600,28,scattered clouds,Ogun,22600
NG,Iperu,6.92,3.8,306.4,306.4,306.4,1010,54,1010,1005,1.15,202,1708495233,1708538207,,,3600,21,few clouds,Ogun,7340
NG,Otta,6.73,3.67,306.44,306.44,306.44,1010,53,1010,1003,1.21,205,1708495255,1708538247,,,3600,27,scattered clouds,Ogun,13108
NG,Ketu Adieowe,6.68,3.05,306.15,306.15,306.15,1009,53,1009,1004,1.47,230,1708495402,1708538398,,,3600,30,scattered clouds,Ogun,19384
NG,Ifo,6.97,3.17,306.28,306.28,306.28,1009,52,1009,1005,1.34,234,1708495386,1708538356,,,3600,46,scattered clouds,Ogun,13112
NG,Ogun State,6.96,3.61,306.33,306.33,306.33,1010,53,1010,1004,1.19,214,1708495280,1708538250,,,3600,26,scattered clouds,Ogun,24768
NG,Isara,6.96,3.72,306.26,306.26,306.26,1010,53,1010,1002,1.14,206,1708495254,1708538224,,,3600,21,few clouds,Ogun,52602
