country,city,latitude,longitude,temp,temp_min,temp_max,pressure,humidity,sea_level,ground_level,wind_speed,wind_degree,sunrise,sunset,rain_1h,rain_3h,timezone,cloud,description,region,population
NG,Ketu Adieowe,6.59,3.05,303.07,303.07,303.07,1009,55,1009,1005,1.83,223,1708495398,1708538402,,,3600,34,scattered clouds,Ogun,23319
NG,Epe,6.59,4.18,304.63,304.63,304.63,1010,63,1010,1009,1.61,223,1708495126,1708538131,,,3600,51,broken clouds,Ogun,2689
NG,Ketu Adieowe,6.55,3.04,305.47,305.47,305.47,1009,56,1009,1006,1.99,220,1708495398,1708538406,,,3600,35,scattered clouds,Ogun,58670
NG,Owode,6.88,3.51,302.93,302.93,302.93,1010,52,1010,1003,1.23,218,1708495300,1708538278,,,3600,29,scattered clouds,Ogun,12569
NG,Owode,6.88,3.51,302.93,302.93,302.93,1010,52,1010,1003,1.23,218,1708495300,1708538278,,,3600,29,scattered clouds,Ogun,12569
NG,Ifo,6.78,3.23,302.93,302.93,302.93,1009,53,1009,1003,1.29,232,1708495363,1708538350,,,3600,25,scattered clouds,Ogun,96948
NG,Sagamu,6.85,3.63,306.52,306.52,306.52,1010,52,1010,1004,1.15,209,1708495270,1708538251,,,3600,26,scattered clouds,Ogun,110180
NG,Owode,6.92,3.56,302.6,302.6,302.6,1010,53,1010,997,1.21,216,1708495290,1708538264,,,3600,28,scattered clouds,Ogun,13451
NG,Sagamu,6.81,3.64,303.19,303.19,303.19,1010,52,1010,1007,1.14,208,1708495266,1708538250,,,3600,26,scattered clouds,Ogun,81312
NG,Sagamu,6.76,3.64,302.94,302.94,302.94,1010,52,1010,1003,1.13,206,1708495264,1708538252,,,3600,26,scattered clouds,Ogun,24031
NG,Ijebu-Igbo,6.89,4.03,305.85,305.85,305.85,1010,56,1010,1002,1.27,205,1708495176,1708538153,,,3600,21,few clouds,Ogun,24733
NG,Epe,6.59,4.2,304.53,304.53,304.53,1010,64,1010,1009,1.64,225,1708495122,1708538126,,,3600,53,broken clouds,Ogun,3040
NG,Ifo,6.76,3.31,303.01,303.01,303.01,1009,53,1009,1004,1.26,227,1708495343,1708538332,,,3600,23,few clouds,Ogun,75218
NG,Owode,6.93,3.4,303.06,303.06,303.06,1010,53,1010,1005,1.29,225,1708495329,1708538302,,,3600,37,scattered clouds,Ogun,12367
NG,Owode,6.93,3.4,303.06,303.06,303.06,1010,53,1010,1005,1.29,225,1708495329,1708538302,,,3600,37,scattered clouds,Ogun,12367
NG,Owode,6.93,3.4,303.06,303.06,303.06,1010,53,1010,1005,1.29,225,1708495329,1708538302,,,3600,37,scattered clouds,Ogun,12367
NG,Agbabu,6.38,4.56,304.32,304.32,304.32,1010,65,1010,1009,1.95,231,1708495026,1708538049,,,3600,63,broken clouds,Ogun,16769
NG,Ijebu-Igbo,6.95,3.94,304.13,304.13,304.13,1010,56,1010,1002,1.23,201,1708495200,1708538172,,,3600,22,few clouds,Ogun,59822
NG,Owode,6.96,3.46,302.64,302.64,302.64,1010,53,1010,998,1.28,223,1708495316,1708538286,,,3600,34,scattered clouds,Ogun,12367
NG,Ijebu-Ife,6.84,4.07,306.14,306.14,306.14,1010,55,1010,1004,1.27,210,1708495164,1708538146,,,3600,21,few clouds,Ogun,16481
NG,Ijebu Ode,6.79,3.86,306.7,306.7,306.7,1010,53,1010,1007,1.16,204,1708495212,1708538198,,,3600,21,few clouds,Ogun,64371
NG,Ijebu-Ife,6.71,4.31,305.81,305.81,305.81,1010,56,1010,1006,1.4,227,1708495101,1708538094,,,3600,44,scattered clouds,Ogun,3303
NG,Ifo,6.82,3.23,302.92,302.92,302.92,1009,53,1009,1002,1.31,232,1708495365,1708538348,,,3600,31,scattered clouds,Ogun,62350
NG,Sagamu,6.82,3.52,303.13,303.13,303.13,1010,52,1010,1006,1.21,215,1708495295,1708538279,,,3600,28,scattered clouds,Ogun,12973
NG,Ijebu-Ife,6.71,4.31,305.81,305.81,305.81,1010,56,1010,1006,1.4,227,1708495101,1708538094,,,3600,44,scattered clouds,Ogun,3303
NG,Ifo,6.89,3.34,303.16,303.16,303.16,1010,53,1010,1007,1.3,227,1708495342,1708538318,,,3600,37,scattered clouds,Ogun,12536
NG,Ijebu Ode,6.79,3.86,306.7,306.7,306.7,1010,53,1010,1007,1.16,204,1708495212,1708538198,,,3600,21,few clouds,Ogun,64371
NG,Owode,6.79,3.48,303.18,303.18,303.18,1009,52,1009,1007,1.22,217,1708495304,1708538289,,,3600,27,scattered clouds,Ogun,12891
NG,Ifo,6.82,3.23,302.92,302.92,302.92,1009,53,1009,1002,1.31,232,1708495365,1708538348,,,3600,31,scattered clouds,Ogun,62350
NG,Owode,6.89,3.49,302.85,302.85,302.85,1010,52,1010,1001,1.24,219,1708495306,1708538282,,,3600,30,scattered clouds,Ogun,12431
NG,Owode,6.89,3.49,302.85,302.85,302.85,1010,52,1010,1001,1.24,219,1708495306,1708538282,,,3600,30,scattered clouds,Ogun,12431
NG,Epe,6.6,4.3,304.75,304.75,304.75,1010,63,1010,1009,1.69,230,1708495098,1708538101,,,3600,58,broken clouds,Ogun,8476
NG,Ijebu-Ife,6.73,4,306.51,306.51,306.51,1010,53,1010,1007,1.27,209,1708495176,1708538167,,,3600,16,few clouds,Ogun,9698
NG,Abeokuta,6.98,3.3,303.18,303.18,303.18,1010,53,1010,1007,1.36,229,1708495355,1708538324,,,3600,50,scattered clouds,Ogun,12745
NG,Ifo,6.83,3.34,303.24,303.24,303.24,1009,53,1009,1008,1.28,226,1708495339,1708538321,,,3600,31,scattered clouds,Ogun,12901
NG,Ogun State,7,3.59,306.23,306.23,306.23,1010,53,1010,1003,1.21,216,1708495287,1708538253,,,3600,27,scattered clouds,Ogun,12438
NG,Abeokuta,6.98,3.3,303.18,303.18,303.18,1010,53,1010,1007,1.36,229,1708495355,1708538324,,,3600,50,scattered clouds,Ogun,12745
NG,Abeokuta,6.99,3.32,303.2,303.2,303.2,1010,53,1010,1007,1.35,228,1708495351,1708538319,,,3600,49,scattered clouds,Ogun,12522
NG,Owode,6.95,3.51,305.8,305.8,305.8,1010,53,1010,995,1.25,220,1708495304,1708538275,,,3600,31,scattered clouds,Ogun,12367
NG,Ijebu Ode,6.94,3.84,304.14,304.14,304.14,1010,55,1010,1003,1.17,202,1708495224,1708538196,,,3600,21,few clouds,Ogun,4172
NG,Ketu Adieowe,6.61,3.08,303.16,303.16,303.16,1009,55,1009,1006,1.75,223,1708495391,1708538394,,,3600,33,scattered clouds,Ogun,16044
NG,Ijebu-Ife,6.81,4.03,306.08,306.08,306.08,1010,54,1010,1001,1.25,209,1708495172,1708538157,,,3600,18,few clouds,Ogun,45412
NG,Sagamu,6.82,3.62,303.18,303.18,303.18,1010,52,1010,1007,1.15,209,1708495271,1708538255,,,3600,26,scattered clouds,Ogun,87428
NG,Ifo,6.78,3.28,303.14,303.14,303.14,1009,53,1009,1006,1.28,229,1708495351,1708538338,,,3600,25,scattered clouds,Ogun,59184
NG,Ifo,6.79,3.2,302.94,302.94,302.94,1009,52,1009,1003,1.28,233,1708495371,1708538357,,,3600,27,scattered clouds,Ogun,78235
NG,Owode,6.8,3.42,303.19,303.19,303.19,1009,52,1009,1007,1.24,221,1708495318,1708538303,,,3600,28,scattered clouds,Ogun,12536
NG,Owode,6.8,3.42,303.19,303.19,303.19,1009,52,1009,1007,1.24,221,1708495318,1708538303,,,3600,28,scattered clouds,Ogun,12536
NG,Ilaro,6.99,3.1,306.42,306.42,306.42,1009,51,1009,1004,1.32,237,1708495404,1708538372,,,3600,43,scattered clouds,Ogun,11826
NG,Ifo,6.88,3.19,303.12,303.12,303.12,1009,52,1009,1006,1.31,233,1708495377,1708538355,,,3600,38,scattered clouds,Ogun,33531
NG,Abeokuta,7.16,3.35,305.76,305.76,305.76,1010,53,1010,999,1.43,227,1708495352,1708538304,,,3600,45,scattered clouds,Ogun,401720
NG,Sagamu,6.87,3.56,302.93,302.93,302.93,1010,52,1010,1003,1.2,214,1708495288,1708538267,,,3600,28,scattered clouds,Ogun,19748
NG,Sagamu,6.85,3.65,303.01,303.01,303.01,1010,52,1010,1004,1.14,208,1708495265,1708538246,,,3600,25,scattered clouds,Ogun,128707
NG,Ifo,6.9,3.25,303.18,303.18,303.18,1009,53,1009,1007,1.35,231,1708495364,1708538340,,,3600,42,scattered clouds,Ogun,13108
NG,Abeokuta,6.99,3.34,303.13,303.13,303.13,1010,53,1010,1006,1.34,228,1708495346,1708538314,,,3600,47,scattered clouds,Ogun,12421
NG,Ebute Ikorodu,6.76,3.41,303.21,303.21,303.21,1009,52,1009,1007,1.23,220,1708495319,1708538308,,,3600,25,scattered clouds,Ogun,15650
NG,Ikeja,6.76,3.4,303.23,303.23,303.23,1009,52,1009,1008,1.23,221,1708495321,1708538310,,,3600,25,scattered clouds,Ogun,20618
NG,Ebute Ikorodu,6.72,3.51,302.98,302.98,302.98,1009,55,1009,1003,1.35,210,1708495293,1708538285,,,3600,28,scattered clouds,Ogun,53418
NG,Ifo,6.9,3.25,303.18,303.18,303.18,1009,53,1009,1007,1.35,231,1708495364,1708538340,,,3600,42,scattered clouds,Ogun,13108
NG,Ogun State,6.99,3.62,306.15,306.15,306.15,1010,53,1010,1001,1.19,214,1708495279,1708538247,,,3600,26,scattered clouds,Ogun,26600
NG,Ifo,6.81,3.25,303.1,303.1,303.1,1009,53,1009,1005,1.31,231,1708495360,1708538344,,,3600,29,scattered clouds,Ogun,53907
NG,Sagamu,6.85,3.65,303.01,303.01,303.01,1010,52,1010,1004,1.14,208,1708495265,1708538246,,,3600,25,scattered clouds,Ogun,128707
NG,Abeokuta,6.99,3.34,303.13,303.13,303.13,1010,53,1010,1006,1.34,228,1708495346,1708538314,,,3600,47,scattered clouds,Ogun,12421
NG,Ebute Ikorodu,6.76,3.41,303.21,303.21,303.21,1009,52,1009,1007,1.23,220,1708495319,1708538308,,,3600,25,scattered clouds,Ogun,15650
NG,Ebute Ikorodu,6.76,3.49,303.07,303.07,303.07,1009,52,1009,1005,1.21,215,1708495300,1708538288,,,3600,27,scattered clouds,Ogun,13057
NG,Ifo,6.85,3.15,302.84,302.84,302.84,1009,52,1009,1001,1.29,235,1708495385,1708538366,,,3600,33,scattered clouds,Ogun,44532
NG,Ebute Ikorodu,6.76,3.49,303.07,303.07,303.07,1009,52,1009,1005,1.21,215,1708495300,1708538288,,,3600,27,scattered clouds,Ogun,13057
NG,Ketu Adieowe,6.62,3.04,303.03,303.03,303.03,1009,54,1009,1004,1.7,225,1708495401,1708538403,,,3600,32,scattered clouds,Ogun,13157
NG,Ifo,6.87,3.25,303.2,303.2,303.2,1009,53,1009,1007,1.34,231,1708495362,1708538341,,,3600,38,scattered clouds,Ogun,26017
NG,Owode,6.94,3.52,302.75,302.75,302.75,1010,53,1010,1000,1.24,219,1708495301,1708538273,,,3600,30,scattered clouds,Ogun,12367
NG,Ifo,6.85,3.15,302.84,302.84,302.84,1009,52,1009,1001,1.29,235,1708495385,1708538366,,,3600,33,scattered clouds,Ogun,44532
NG,Ifo,6.87,3.29,303.17,303.17,303.17,1009,53,1009,1007,1.32,229,1708495353,1708538331,,,3600,37,scattered clouds,Ogun,12992
NG,Owode,6.84,3.52,303.14,303.14,303.14,1010,52,1010,1006,1.22,216,1708495296,1708538278,,,3600,28,scattered clouds,Ogun,12828
NG,Ifo,6.82,3.29,303.22,303.22,303.22,1009,53,1009,1008,1.29,229,1708495350,1708538334,,,3600,30,scattered clouds,Ogun,15880
NG,Sagamu,6.81,3.59,302.8,302.8,302.8,1010,52,1010,1000,1.17,211,1708495278,1708538262,,,3600,27,scattered clouds,Ogun,46413
NG,Sagamu,6.76,3.66,302.95,302.95,302.95,1010,52,1010,1003,1.12,205,1708495259,1708538248,,,3600,26,scattered clouds,Ogun,28251
NG,Ifo,6.88,3.26,303.22,303.22,303.22,1009,53,1009,1008,1.33,230,1708495360,1708538338,,,3600,39,scattered clouds,Ogun,13627
NG,Epe,6.59,4.28,304.5,304.5,304.5,1010,64,1010,1009,1.72,230,1708495102,1708538107,,,3600,59,broken clouds,Ogun,8326
NG,Epe,6.59,4.28,304.5,304.5,304.5,1010,64,1010,1009,1.72,230,1708495102,1708538107,,,3600,59,broken clouds,Ogun,8326
NG,Ijebu-Igbo,6.92,3.97,304.14,304.14,304.14,1010,56,1010,1003,1.25,202,1708495192,1708538166,,,3600,21,few clouds,Ogun,70069
NG,Ijebu-Ife,6.72,4.25,305.63,305.63,305.63,1010,56,1010,1001,1.36,225,1708495116,1708538108,,,3600,38,scattered clouds,Ogun,2980
NG,Epe,6.54,4.36,304.49,304.49,304.49,1010,63,1010,1006,1.81,230,1708495081,1708538090,,,3600,66,broken clouds,Ogun,11771
NG,Epe,6.64,4.16,305.24,305.24,305.24,1010,60,1010,1008,1.48,220,1708495133,1708538133,,,3600,42,scattered clouds,Ogun,3142
NG,Epe,6.64,4.16,305.24,305.24,305.24,1010,60,1010,1008,1.48,220,1708495133,1708538133,,,3600,42,scattered clouds,Ogun,3142
NG,Ijebu-Igbo,6.9,4.1,305.81,305.81,305.81,1010,56,1010,1003,1.3,210,1708495160,1708538136,,,3600,24,few clouds,Ogun,6880
NG,Ijebu-Igbo,6.9,4.1,305.81,305.81,305.81,1010,56,1010,1003,1.3,210,1708495160,1708538136,,,3600,24,few clouds,Ogun,6880
NG,Epe,6.53,4.36,304.47,304.47,304.47,1010,63,1010,1007,1.84,230,1708495080,1708538090,,,3600,67,broken clouds,Ogun,11772
NG,Epe,6.53,4.36,304.47,304.47,304.47,1010,63,1010,1007,1.84,230,1708495080,1708538090,,,3600,67,broken clouds,Ogun,11772
NG,Ifo,6.74,3.18,302.86,302.86,302.86,1009,52,1009,1001,1.29,232,1708495373,1708538364,,,3600,23,few clouds,Ogun,97187
NG,Ifo,6.74,3.18,302.86,302.86,302.86,1009,52,1009,1001,1.29,232,1708495373,1708538364,,,3600,23,few clouds,Ogun,97187
NG,Ijebu-Ife,6.75,4.13,306.51,306.51,306.51,1010,53,1010,1007,1.25,218,1708495146,1708538135,,,3600,24,few clouds,Ogun,2980
NG,Ijebu-Igbo,6.94,4.1,304.18,304.18,304.18,1010,56,1010,1003,1.31,208,1708495162,1708538134,,,3600,25,scattered clouds,Ogun,5125
NG,Ijebu-Ife,6.7,4.2,305.78,305.78,305.78,1010,57,1010,1007,1.38,223,1708495127,1708538121,,,3600,36,scattered clouds,Ogun,2980
NG,Ijebu-Igbo,6.97,4.09,304.04,304.04,304.04,1010,57,1010,1001,1.32,206,1708495165,1708538135,,,3600,25,scattered clouds,Ogun,13321
NG,Ijebu-Ife,6.65,4.2,305.06,305.06,305.06,1010,60,1010,1005,1.5,224,1708495124,1708538123,,,3600,44,scattered clouds,Ogun,3061
NG,Ijebu-Igbo,6.9,4.09,305.92,305.92,305.92,1010,56,1010,1005,1.29,209,1708495162,1708538138,,,3600,24,few clouds,Ogun,7589
NG,Ijebu-Ife,6.69,4.06,306.09,306.09,306.09,1010,56,1010,1008,1.33,212,1708495160,1708538155,,,3600,26,scattered clouds,Ogun,7041
NG,Owode,6.82,3.4,303.19,303.19,303.19,1009,52,1009,1007,1.25,222,1708495324,1708538307,,,3600,29,scattered clouds,Ogun,12521
NG,Epe,6.63,4.15,305.16,305.16,305.16,1010,60,1010,1008,1.49,219,1708495135,1708538136,,,3600,42,scattered clouds,Ogun,3318
NG,Ifo,6.99,3.23,302.74,302.74,302.74,1009,53,1009,999,1.38,231,1708495373,1708538340,,,3600,54,broken clouds,Ogun,13111
NG,Owode,7,3.48,305.73,305.73,305.73,1010,53,1010,995,1.28,223,1708495313,1708538280,,,3600,34,scattered clouds,Ogun,12367
NG,Ifo,6.9,3.15,302.98,302.98,302.98,1009,52,1009,1003,1.31,235,1708495388,1708538364,,,3600,38,scattered clouds,Ogun,13112
NG,Ifo,6.9,3.15,302.98,302.98,302.98,1009,52,1009,1003,1.31,235,1708495388,1708538364,,,3600,38,scattered clouds,Ogun,13112
NG,Ilaro,6.91,3.12,302.82,302.82,302.82,1009,51,1009,1001,1.3,236,1708495395,1708538370,,,3600,38,scattered clouds,Ogun,14760
NG,Epe,6.53,4.4,304.91,304.91,304.91,1010,61,1010,1008,1.81,230,1708495071,1708538081,,,3600,67,broken clouds,Ogun,11822
NG,Aramoko-Ekiti,7.76,5,303.14,303.14,303.14,1011,59,1011,964,2.03,237,1708494983,1708537880,,,3600,43,scattered clouds,Ekiti,13112
NG,Ado-Ekiti,7.62,5.22,303.17,303.17,303.17,1010,59,1010,963,2.13,233,1708494924,1708537834,,,3600,81,broken clouds,Ekiti,198340
NG,Ado-Ekiti,7.62,5.22,303.17,303.17,303.17,1010,59,1010,963,2.13,233,1708494924,1708537834,,,3600,81,broken clouds,Ekiti,198340
NG,Ikere-Ekiti,7.55,5.16,302.33,302.33,302.33,1010,58,1010,948,2,233,1708494935,1708537851,,,3600,75,broken clouds,Ekiti,37042
NG,Ekiti State,7.6,5.33,303.7,303.7,303.7,1010,58,1010,970,2.2,232,1708494897,1708537808,,,3600,84,broken clouds,Ekiti,15239
NG,Ekiti State,7.7,5.31,303.35,303.35,303.35,1011,59,1011,967,2.26,232,1708494906,1708537808,,,3600,82,broken clouds,Ekiti,14047
NG,Ekiti State,7.7,5.31,303.35,303.35,303.35,1011,59,1011,967,2.26,232,1708494906,1708537808,,,3600,82,broken clouds,Ekiti,14047
NG,Ikere-Ekiti,7.46,5.3,303.97,303.97,303.97,1010,57,1010,973,2.07,231,1708494898,1708537822,,,3600,85,overcast clouds,Ekiti,23327
NG,Ise-Ekiti,7.46,5.37,303.86,303.86,303.86,1010,57,1010,971,2.15,230,1708494881,1708537805,,,3600,82,broken clouds,Ekiti,71151
NG,Ipoti,7.93,5.04,302.92,302.92,302.92,1011,56,1011,953,2.19,246,1708494982,1708537863,,,3600,35,scattered clouds,Ekiti,35839
NG,Ise-Ekiti,7.59,5.52,303.7,303.7,303.7,1010,57,1010,969,2.37,230,1708494851,1708537763,,,3600,78,broken clouds,Ekiti,11628
NG,Ekiti State,7.6,5.32,303.79,303.79,303.79,1010,58,1010,972,2.2,232,1708494899,1708537811,,,3600,84,broken clouds,Ekiti,22193
NG,Ekiti State,7.6,5.32,303.79,303.79,303.79,1010,58,1010,972,2.2,232,1708494899,1708537811,,,3600,84,broken clouds,Ekiti,22193
NG,Ekiti State,7.62,5.36,303.61,303.61,303.61,1010,58,1010,969,2.24,232,1708494891,1708537800,,,3600,83,broken clouds,Ekiti,12516
NG,Ise-Ekiti,7.59,5.37,303.7,303.7,303.7,1010,57,1010,970,2.23,231,1708494887,1708537799,,,3600,83,broken clouds,Ekiti,12530
NG,Ekiti State,7.66,5.28,303.5,303.5,303.5,1011,59,1011,969,2.21,232,1708494912,1708537818,,,3600,84,broken clouds,Ekiti,77387
NG,Ekiti State,7.66,5.27,303.43,303.43,303.43,1011,59,1011,968,2.21,232,1708494914,1708537820,,,3600,84,broken clouds,Ekiti,111274
NG,Ado-Ekiti,7.61,5.27,303.51,303.51,303.51,1010,58,1010,968,2.17,233,1708494912,1708537822,,,3600,85,overcast clouds,Ekiti,127926
NG,Ekiti State,7.65,5.27,303.57,303.57,303.57,1011,59,1011,970,2.2,232,1708494913,1708537820,,,3600,84,broken clouds,Ekiti,121910
NG,Ekiti State,7.62,5.28,303.57,303.57,303.57,1010,58,1010,969,2.18,232,1708494910,1708537819,,,3600,85,overcast clouds,Ekiti,109663
NG,Ekiti State,7.67,5.29,303.46,303.46,303.46,1011,59,1011,968,2.23,232,1708494910,1708537815,,,3600,83,broken clouds,Ekiti,47367
NG,Ekiti State,7.62,5.37,303.65,303.65,303.65,1010,58,1010,969,2.25,232,1708494888,1708537798,,,3600,82,broken clouds,Ekiti,12381
NG,Ekiti State,7.62,5.35,303.62,303.62,303.62,1010,58,1010,969,2.23,232,1708494893,1708537803,,,3600,83,broken clouds,Ekiti,12646
NG,Igede-Ekiti,7.71,5.16,302.23,302.23,302.23,1011,59,1011,949,2.14,234,1708494943,1708537844,,,3600,69,broken clouds,Ekiti,49060
NG,Ise-Ekiti,7.61,5.48,303.49,303.49,303.49,1010,57,1010,965,2.32,230,1708494861,1708537772,,,3600,80,broken clouds,Ekiti,11622
NG,Ifaki,7.89,5.34,302.62,302.62,302.62,1010,55,1010,945,2.16,242,1708494908,1708537793,,,3600,63,broken clouds,Ekiti,51107
NG,Ipoti,7.93,5.01,302.86,302.86,302.86,1011,56,1011,952,2.19,246,1708494989,1708537870,,,3600,32,scattered clouds,Ekiti,21895
NG,Ijero-Ekiti,7.84,5.11,302.41,302.41,302.41,1011,58,1011,948,2.16,240,1708494961,1708537850,,,3600,51,broken clouds,Ekiti,155463
NG,Ipoti,7.92,5.15,302.91,302.91,302.91,1011,56,1011,952,2.21,244,1708494955,1708537837,,,3600,48,scattered clouds,Ekiti,56960
NG,Igede-Ekiti,7.68,5.09,302.46,302.46,302.46,1011,59,1011,953,2.05,234,1708494958,1708537862,,,3600,60,broken clouds,Ekiti,12390
NG,Ipoti,7.95,5.03,302.76,302.76,302.76,1011,56,1011,950,2.21,247,1708494985,1708537864,,,3600,32,scattered clouds,Ekiti,38134
NG,Aramoko-Ekiti,7.7,5.04,302.88,302.88,302.88,1011,59,1011,960,2.01,235,1708494971,1708537873,,,3600,52,broken clouds,Ekiti,13112
NG,Ijero-Ekiti,7.77,5.11,303.04,303.04,303.04,1011,59,1011,962,2.13,236,1708494957,1708537853,,,3600,59,broken clouds,Ekiti,103479
NG,Aramoko-Ekiti,7.7,5.04,302.88,302.88,302.88,1011,59,1011,960,2.01,235,1708494971,1708537873,,,3600,52,broken clouds,Ekiti,13112
NG,Aramoko-Ekiti,7.7,5.04,302.88,302.88,302.88,1011,59,1011,960,2.01,235,1708494971,1708537873,,,3600,52,broken clouds,Ekiti,13112
NG,Ijero-Ekiti,7.77,5.14,302.23,302.23,302.23,1011,59,1011,949,2.16,235,1708494950,1708537846,,,3600,63,broken clouds,Ekiti,73400
NG,Aramoko-Ekiti,7.7,5.04,302.88,302.88,302.88,1011,59,1011,960,2.01,235,1708494971,1708537873,,,3600,52,broken clouds,Ekiti,13112
NG,Ijero-Ekiti,7.77,5.14,302.23,302.23,302.23,1011,59,1011,949,2.16,235,1708494950,1708537846,,,3600,63,broken clouds,Ekiti,73400
NG,Ekiti State,7.68,5.2,302.97,302.97,302.97,1011,59,1011,961,2.16,233,1708494932,1708537836,,,3600,76,broken clouds,Ekiti,127573
NG,Ekiti State,7.71,5.3,303.31,303.31,303.31,1011,59,1011,966,2.27,232,1708494909,1708537810,,,3600,82,broken clouds,Ekiti,15552
NG,Ekiti State,7.71,5.3,303.31,303.31,303.31,1011,59,1011,966,2.27,232,1708494909,1708537810,,,3600,82,broken clouds,Ekiti,15552
NG,Ifaki,7.79,5.3,302.43,302.43,302.43,1011,58,1011,950,2.26,235,1708494913,1708537807,,,3600,76,broken clouds,Ekiti,43676
NG,Igbara-Odo,7.51,5.01,303.55,303.55,303.55,1010,59,1010,970,1.81,231,1708494969,1708537889,,,3600,55,broken clouds,Ekiti,84326
NG,Igede-Ekiti,7.71,5.16,302.23,302.23,302.23,1011,59,1011,949,2.14,234,1708494943,1708537844,,,3600,69,broken clouds,Ekiti,49060
NG,Ipoti,7.99,5.12,303.14,303.14,303.14,1010,55,1010,952,2.25,248,1708494965,1708537841,,,3600,37,scattered clouds,Ekiti,84569
NG,Ifaki,7.8,5.22,302.3,302.3,302.3,1011,59,1011,948,2.23,236,1708494932,1708537825,,,3600,71,broken clouds,Ekiti,27080
NG,Ifaki,7.95,5.23,302.99,302.99,302.99,1010,55,1010,951,2.24,245,1708494937,1708537816,,,3600,52,broken clouds,Ekiti,81703
NG,Ekiti State,7.68,5.3,303.47,303.47,303.47,1011,59,1011,968,2.24,232,1708494908,1708537812,,,3600,83,broken clouds,Ekiti,21908
NG,Ifaki,7.8,5.22,302.3,302.3,302.3,1011,59,1011,948,2.23,236,1708494932,1708537825,,,3600,71,broken clouds,Ekiti,27080
NG,Ise-Ekiti,7.52,5.46,303.72,303.72,303.72,1010,57,1010,968,2.27,230,1708494862,1708537781,,,3600,82,broken clouds,Ekiti,31298
NG,Ode,7.86,5.5,303.14,303.14,303.14,1010,54,1010,951,2.09,241,1708494868,1708537756,,,3600,66,broken clouds,Ekiti,22797
NG,Ifaki,7.96,5.26,302.94,302.94,302.94,1010,55,1010,948,2.22,245,1708494930,1708537809,,,3600,53,broken clouds,Ekiti,60843
NG,Efon-Alaaye,7.66,4.92,302.26,302.26,302.26,1010,59,1010,950,1.86,234,1708494998,1708537904,,,3600,43,scattered clouds,Ekiti,62728
NG,Efon-Alaaye,7.66,4.92,302.26,302.26,302.26,1010,59,1010,950,1.86,234,1708494998,1708537904,,,3600,43,scattered clouds,Ekiti,62728
NG,Efon-Alaaye,7.66,4.92,302.26,302.26,302.26,1010,59,1010,950,1.86,234,1708494998,1708537904,,,3600,43,scattered clouds,Ekiti,62728
NG,Efon-Alaaye,7.66,4.92,302.26,302.26,302.26,1010,59,1010,950,1.86,234,1708494998,1708537904,,,3600,43,scattered clouds,Ekiti,62728
NG,Efon-Alaaye,7.66,4.92,302.26,302.26,302.26,1010,59,1010,950,1.86,234,1708494998,1708537904,,,3600,43,scattered clouds,Ekiti,62728
NG,Efon-Alaaye,7.66,4.92,302.26,302.26,302.26,1010,59,1010,950,1.86,234,1708494998,1708537904,,,3600,43,scattered clouds,Ekiti,62728
NG,Omuo-Ekiti,7.6,5.61,303.38,303.38,303.38,1010,57,1010,965,2.51,230,1708494830,1708537741,,,3600,74,broken clouds,Ekiti,16743
NG,Ifaki,7.8,5.36,302.14,302.14,302.14,1011,57,1011,943,2.25,235,1708494899,1708537792,,,3600,74,broken clouds,Ekiti,46196
NG,Ifaki,7.96,5.37,303.84,303.84,303.84,1010,53,1010,959,2.06,248,1708494904,1708537782,,,3600,55,broken clouds,Ekiti,42193
NG,Ekiti State,7.63,5.29,303.65,303.65,303.65,1010,58,1010,970,2.2,232,1708494908,1708537816,,,3600,84,broken clouds,Ekiti,68288
NG,Emure-Ekiti,7.44,5.46,303.64,303.64,303.64,1010,57,1010,968,2.24,228,1708494858,1708537784,,,3600,78,broken clouds,Ekiti,72468
NG,Emure-Ekiti,7.44,5.46,303.64,303.64,303.64,1010,57,1010,968,2.24,228,1708494858,1708537784,,,3600,78,broken clouds,Ekiti,72468
NG,Ijero-Ekiti,7.79,5.12,302.8,302.8,302.8,1011,59,1011,957,2.15,237,1708494956,1708537850,,,3600,58,broken clouds,Ekiti,161959
NG,Ipoti,7.98,5.1,303,303,303,1010,55,1010,951,2.24,248,1708494969,1708537846,,,3600,36,scattered clouds,Ekiti,81660
NG,Ado-Ekiti,7.61,5.28,303.62,303.62,303.62,1010,58,1010,970,2.17,232,1708494909,1708537820,,,3600,85,overcast clouds,Ekiti,107215
NG,Ado-Ekiti,7.61,5.26,303.48,303.48,303.48,1010,58,1010,968,2.16,233,1708494914,1708537825,,,3600,86,overcast clouds,Ekiti,147868
NG,Ado-Ekiti,7.61,5.29,303.62,303.62,303.62,1010,58,1010,969,2.18,232,1708494907,1708537817,,,3600,85,overcast clouds,Ekiti,79591
NG,Efon-Alaaye,7.61,5.01,302.98,302.98,302.98,1011,59,1011,961,1.9,233,1708494974,1708537885,,,3600,51,broken clouds,Ekiti,205198
NG,Efon-Alaaye,7.61,5.01,302.98,302.98,302.98,1011,59,1011,961,1.9,233,1708494974,1708537885,,,3600,51,broken clouds,Ekiti,205198
NG,Aramoko-Ekiti,7.73,5.01,302.53,302.53,302.53,1011,59,1011,955,2.01,236,1708494980,1708537879,,,3600,46,scattered clouds,Ekiti,13112
